ICC2_reseg,ICC3_reseg,ICC2_interp,ICC3_interp
1.0000000000000004,1.0000000000000004,0.9999211862793588,0.9999906893417468
0.9999999999999996,0.9999999999999996,0.9999978313537125,0.9999978465342039
1.0,1.0,0.9588056780530329,0.975968452341702
0.9857207230162746,0.9929611386584205,0.9469711481982085,0.9605487071635701
1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
0.9809109550003917,0.994336747710459,0.9940450344651902,0.9940132672603875
0.9656403667019647,0.9931216888527005,0.9969629923786335,0.9968930625804235
0.952436423958525,0.9999341259567389,0.9996343495446912,0.9996323729864257
0.9876427735966847,0.9997656367572728,0.9999471006301971,0.9999518349735547
0.9896299294241688,0.9999115032226698,0.9998405759466312,0.9998436626071631
0.991904280011546,0.9998993352804944,0.9999092092576393,0.9999522588607028
0.9933658798619208,0.9999563517379042,0.9998961798776851,0.9999043333981786
0.9922799706636104,0.9999740070341994,0.999893720910003,0.9999393072661985
0.9857184434529873,0.9929573782601462,0.9999877599482144,0.9999877142669624
0.9819596645796485,0.9999239668066429,0.999946641852734,0.9999481641829238
0.8892843786750678,0.9637150322577495,0.990263424499525,0.9937144352345677
0.9915777305850667,0.9988747672124861,0.999951719166437,0.9999802458484884
0.7715127169980283,0.8712734914190475,0.9930790949869077,0.9929120871860732
0.9857207230162746,0.9929611386584205,0.9999875156861114,0.9999875722832043
0.36571861606077144,0.6795085629172376,0.9849909507745114,0.9852724778569522
0.9834064393113269,0.9884297683723854,0.988895116208426,0.9987059469876143
0.995927770905753,0.9985395440905982,0.9436365750001142,0.9536982566642163
0.4341799168744228,0.9127678247935112,0.9015202102170462,0.9594865796736204
0.5114601385214113,0.7714792825845586,0.9351507147266761,0.9781518796777231
0.024959830906855825,0.02908814274199872,0.7480993983589411,0.8672020878323989
0.3344110467078766,0.3616997241931361,0.8749462613564511,0.9457535192609805
0.35952555481782456,0.7457195059448315,0.9435422142519694,0.9704541451309071
0.9128948765440396,0.9772664807183028,0.9974992908371301,0.9988305358398522
0.9869630888415909,0.9944739373297563,0.9991827343355167,0.9995413208776224
0.15707876331631968,0.7489267906263491,0.9145667090648283,0.9127770579759718
0.21232844228116954,0.407074576353665,0.8426264633377472,0.8936237320837335
0.44000024115282027,0.7220084920950534,0.9421986007497928,0.9761416129701493
0.9799316726924236,0.9819260672852094,0.9959460547646279,0.9990595724516114
0.19293693295173656,0.36519908858837885,0.8877151757937036,0.9484141053647563
0.995927770905753,0.9985395440905982,0.9995553869163691,0.9996728222598752
0.5620668498805244,0.9197142095822757,0.8689060586280035,0.9460845550443517
0.2524761980672276,0.5665215368013152,0.9554474302183183,0.9736276576957362
0.13947153116840985,0.6414591130774093,0.8429885396411197,0.8413055511095023
0.11254457315480969,0.17037816564758246,0.9789184498880417,0.9833827205564305
0.19486870811294393,0.33403797576885613,0.989406943664483,0.9900422090367692
0.31753063856585345,0.6197358200152493,0.9738358062127707,0.9869727101220898
0.4576505517711362,0.6997340982331046,0.6530299537643999,0.8182922222414281
0.5012056244679097,0.774482083633856,0.9215887828088509,0.9818971813905294
0.6313511020364272,0.8904717758903663,0.6616937409529201,0.8809729322037109
0.5459742218899801,0.9021556943698658,0.7239788393383594,0.9062049858631473
0.3506036076417671,0.6163048215222701,0.7236916789377278,0.8411616024194052
0.7833904668164956,0.9604928051062321,0.665743621996316,0.9188319699941786
0.7698927704016347,0.9580145533442757,0.663947192906172,0.9113845114225289
0.7135789083160087,0.8487129061023023,0.8347749730343123,0.8969427549416547
0.6702386849619199,0.8612340682805817,0.7557916191266683,0.9066961033622986
0.7230051108600029,0.901306492268413,0.8232305205834045,0.9700837799888525
0.5254472813884404,0.8231070706911006,0.8974127318387644,0.9706689567363849
0.7905453202763444,0.9155076081351442,0.6146272777221689,0.7889983634996972
0.13092156430160964,0.6679775093666903,0.8317315368432214,0.8292923471342106
0.7125586541763087,0.9298803515072291,0.7588244101575765,0.9162586174105489
0.5571260010596677,0.9392870698798232,0.8135965861255277,0.9548947441740526
0.45427505626449993,0.7557661720018258,0.8860094471957403,0.963984494867003
0.84629447618176,0.9635457915868818,0.7620937303442313,0.9256586250516232
0.13092156430161017,0.6679775093666954,0.8317315368432218,0.829292347134211
0.4836202675105216,0.9078704529868336,0.9251960559962394,0.9747243194823167
0.3147221172631983,0.6199037638268928,0.949438876848607,0.9771488454138583
0.47701280999031553,0.9325314899609258,0.983709287261321,0.9844800306293503
0.9917956286563848,0.9966369519480689,0.8943539023216763,0.9206687676028186
0.9495647583334832,0.9601961162904243,0.6372753556314861,0.9036031372718495
0.9418460109996551,0.9779372620965385,0.6561880430414346,0.9408208260929852
0.9990308013137048,0.9991590075091633,0.9709350852523629,0.9780000528323002
0.25174522897000545,0.5653364854459187,0.955655670635937,0.9736242998911862
0.14592624872296991,0.6508956305758706,0.8414124619151934,0.8409987982400885
0.9411429468900447,0.9860119617110984,0.7270202762510498,0.943897296099682
0.3238171037146168,0.8151440618884478,0.8195380915823884,0.930704433287146
0.13109069014447478,0.32943407264920804,0.714589575541221,0.7682334158805475
0.12229135161904206,0.3083571332504007,0.7106254574776395,0.7058618185307707
0.8326735603011787,0.9502637049980375,0.7072038631345573,0.8337989106658025
0.41321645868343093,0.6925598057862821,0.6119615895685725,0.7179021605428164
0.48927084854701364,0.5221517161133273,0.7973689175742102,0.8168481615660824
0.9989815917774326,0.999225567206034,0.922523795167774,0.9427967008924734
0.4243194247391652,0.8855063358653315,0.9019389602297733,0.9429876165099511
0.21416990589828916,0.5537530993888188,0.9575582273821222,0.9678170217111624
0.15401081414012793,0.6526046432116518,0.8406924341910951,0.8427106705407551
0.9645801902116605,0.9687539025167583,0.9824308279591104,0.9916329149183781
0.9149649086951558,0.98600149196659,0.9854308992428904,0.9895533217554133
0.6316294055070605,0.7835633865422574,0.937856400299343,0.9528598628560492
0.14947977340305194,0.33698858991395575,0.7212387060720576,0.7162539262240244
0.3916964715821068,0.9022249044062823,0.9185254757236349,0.9756544413564876
0.961867054547419,0.9807864302056777,0.8109656944378865,0.8527543979254391
0.8391294300957645,0.9684319517126893,0.738490513151763,0.934148600120139
0.9107419209797742,0.9823993035077266,0.7362234191290377,0.9459026750789825
0.9807327150798879,0.9822937563446755,0.983457120416256,0.9910506359438598
0.839197808173608,0.9681812606881035,0.7645541510031302,0.9464934487912218
0.20424898049898502,0.6901309956660788,0.8066773858003554,0.8403898306172563
0.19802461609485555,0.3891870589186621,0.7064334136184433,0.7055333484992863
0.9914209337872125,0.9912084870001359,0.7236982110607175,0.7774719156472241
0.32604762743018745,0.783309009418653,0.8922918407496755,0.893500540524742
0.2229563620744123,0.45389505615245684,0.9016014435186342,0.9537668793274968
0.2664134161695617,0.6768441981422445,0.8033526766122026,0.8585273445087945
0.9964645291904387,0.9966073049633657,0.9314453844454659,0.9311042544546945
0.9849015834467065,0.986270693234125,0.9274921314421392,0.9275890230421489
0.9451074092372518,0.9511946681443894,0.9342876397404397,0.9335486514582848
0.20975430769440329,0.2796409420325354,0.592085780342474,0.5938917817757271
0.9698915706154081,0.986303924873903,0.6964886426413318,0.7515774790407762
0.8105708670068449,0.838264632090694,0.7023967368886794,0.7583332094165911
0.7981189866183225,0.8089760552085333,0.7046573964209338,0.7529211335283306
0.39409875062003974,0.7166849425159367,0.6945966463774238,0.781190200527374
0.11319077578189429,0.15047371078863248,0.4736254906967583,0.47189630723753745
0.25470776539904905,0.8325567057110608,0.9008590026693939,0.927217348373281
0.8615247253039836,0.9213925706336415,0.738563456913266,0.8276621194782318
0.9963090288783123,0.9964506534625405,0.9303940065848681,0.9300524742145033
0.8175909589037598,0.8757569983304317,0.9597999224440596,0.9740095577354423
0.7209188973804282,0.7715131692000081,0.8931688279146648,0.9277177135480349
0.2351327048361,0.35373970204752975,0.658741446216122,0.7619720888517404
0.5147260976547846,0.6321795147496925,0.906437851030419,0.9385773535087002
0.14815989646313146,0.15839162407550392,0.789401623088929,0.8421732241503679
