method,subject,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,subject
resegmentation_dil,10,-614.3913237669758,-1024.0,2778.0,1182,1,0.946260972158543,0.3079917898187272,5.4957013240220665,17.843661765323795,19.1049731745428,19.6468827043885,18.110770276274835,19.748417658131498,1166.5833333333333,16.884760728923517,0.7113707431875408,753.3531982119056,0.6457774397130415,1182.0,-80.0,175.0,20807130.0,3.327307934363434,111.5,2.9941816306425153,217.0,76.16665092003286,94.0067681895093,134.0,-153.0,370.0,52.423278409798996,132.67752210942308,-1.1421685799279482,20807130.0,0.13697424137012892,8766.052407660307,140.4434553032996,4892.170598519909,-280.71854605068063,37.469632009182305,9.688576875139855,0.5634757661948075,2.1096179186289863,2.575819849811819,4.594177971398694,0.4984236036180262,0.44258057207160106,0.9673893065741134,0.8958174932753646,-0.1787987489309281,0.7761213618690832,0.3900296326363265,11.55329513758924,0.03307533729563354,5.878306327329998,0.642858298460821,0.09274230096601024,23.106590275178476,4.059641422434378,11.789552221080543,6.345876201122308,105.37225042301185,0.08914741998562761,12.961581076554408,161.9035532994924,14.145324967576247,141.53722504230117,47.15736040609137,8094.946700507614,0.4437660231533165,0.02083553921450563,0.12955272968325257,13.979834568377697,0.004509730407418585,113.32352029630357,0.11787230084121113,15.108983368081864,136.49469892926075,1.9209959246559996,284.84625058180285,0.03505302990310653,0.02277991527786519,4.200234218592156,686.8514329471217,0.703423591028087,0.8135493947676687,0.3546973851627282,0.8599392928839005,113.65448409075253,0.02104973363498883,13.223529411764705,0.07778546712802768,15.838200692041523,98.54117647058824,943.0941176470589,169895.35882352942,6.315725403216336,0.03537721204163769,44.54117647058823,0.2620069204152249,0.5166506630192793,53.18962408196546,0.019240285714865208,5.715006857723844,0.14382402707275804,894.7507266435987,0.718928007532299,0.0060740605197218585,151.93778665933633,0.16684927916091294,0.8255384211454803,10
resegmentation_dil,11,-594.3038509658903,-1024.0,1533.0,36169,1,0.8561293647731212,0.5348718745012576,25.570306521222513,47.806414470877904,50.80354318352215,53.0,45.35416188179427,53.27288240746881,36126.166666666664,40.92847525303325,0.8648947195750751,6110.38816216075,0.16914023064059985,36169.0,-15.0,84.0,100575828.0,2.739349155967891,49.0,3.682841922463923,169.0,31.335034911470007,33.452127512510714,34.0,-142.0,311.0,20.899681756620105,52.73252382368813,-0.42952313649538115,100575828.0,0.18111996015253248,1661.6742337025605,64.87251241204733,250.07377987561733,-7.397979647934123,8.19174515099629,1.7567773968283473,0.6459865884388106,0.9727877125023936,1.7533626048702777,0.7956866026480778,0.6197401564633829,0.5889857236960394,0.9899786321151397,0.9340485072338583,-0.15602359507998786,0.7384998708629023,0.49741881610192845,7.953827470781075,0.0481989891987608,4.935547306272805,0.6573596642388995,0.09834535258234187,15.90765494156215,3.526564240669029,2.4871306369561594,6.561158980347345,2450.544748265089,0.0677526265106884,16.405595940104295,6550.927838756947,2.741541989117031,64.52229810058337,97.40360529735409,6497.829052503525,1.6518633459413161,0.020171287148016654,0.039228748911182464,2.283803550500587,0.0013980424772866162,4206.655853172488,0.16796727214595364,3.091771324060957,63.709628096196624,2.8581521423420018,186.6274891296823,0.05374438182802706,0.02131121721467559,4.088048499947904,13702.32242274893,0.5443374110222561,0.6923119458439759,0.746009081177128,0.7644414053357996,48.05183802177872,0.017094939748718455,93.74862788144895,0.10290738516075626,9.25554841966886,58.763995609220636,240391.95279912185,15386234.958287597,3990.880578606019,0.04731934051569205,229.44127332601536,0.2518565020044076,0.5073891742386613,29.66683985813223,0.027113308024314924,6.007899462098713,0.025187315104094665,238815.66233171592,28.434003870745627,0.0002747557303820039,48.15073736557502,0.023111807063243707,0.019110681971253738,11
resegmentation_dil,20,-507.5541948735319,-1024.0,1467.0,4963,1,0.8647034604061372,0.5784124801630046,13.875535568824963,23.988997548798817,24.73863375370596,26.570660511172846,26.248809496813376,28.42534080710379,4939.25,20.74336919212068,0.8461294472407886,1657.6314848478755,0.33560388416214515,4963.0,-10.0,153.0,65020864.0,2.9403954723330274,72.0,3.413458496675673,199.0,49.908506425282326,95.95123916985695,120.0,-102.0,301.0,33.395075658617934,114.46012884891937,-1.1877593194786336,65020864.0,0.17824591885250066,3894.480797880134,96.64690801165953,1327.9819381842199,-101.81080247237317,18.30128110400523,2.31215952746585,0.7725038897376818,1.018406878987951,1.9022549793053058,1.239123224848897,0.639623223497299,0.6079579504363652,0.9871362515621895,0.9328378862052802,-0.2301850590377485,0.8378406875638931,0.4322109276211768,9.625326655004999,0.06778205237638361,4.978305402036468,0.7896391071949258,0.18982769545214434,19.250653310009998,3.698278974543261,5.153360157867771,6.644933700667841,273.285311303647,0.055064539855661294,33.07529995592206,884.6344952649607,6.3224105814013,93.9407616361072,129.1374168849486,14823.721942373564,1.2852801884571607,0.01943429065021179,0.04554409806684252,2.8989237681787747,0.001935058785496074,437.92689860882876,0.13310391261153937,7.353665471487981,85.84324646054276,3.4875003310899313,362.63013325397634,0.05153245861911851,0.023282220857401024,4.428952541199835,1786.619392209589,0.5392168698589129,0.6614950634696756,1.1410911462883997,0.7611385884133645,60.25287199086395,0.020169942756780586,14.486486486486486,0.09788166544923302,12.54432980277575,63.358108108108105,26974.29054054054,3073176.918918919,254.12250323124545,0.05887384260859744,23.41891891891892,0.15823593864134405,0.38415689049555407,25.785884707043305,0.0248232369016095,5.977170957217132,0.02982067298005239,25849.775885682982,2.4530899208823107,0.002611219842020729,43.28126049802622,0.04909903805924717,0.22394788690294223,20
resegmentation_dil,21,-595.2904580019523,-1024.0,2335.0,97110,1,0.9209655103960925,0.5675593775783634,36.0526586130941,63.5222675148492,67.36467917239716,69.8927750200262,68.46897107449476,70.27090436304346,97048.625,58.50181752333022,0.866772770109557,11782.527340342658,0.12140849332324552,97110.0,9.0,70.0,214361744.0,2.151964511222861,31.0,4.893748083042594,261.0,20.02382755358625,38.69292554834723,38.0,-120.0,381.0,13.201393470440818,46.98309947511706,-0.061614859472001224,214361744.0,0.2787380647218888,710.2691487988027,50.51685795427549,52.22893926268808,0.8268143830480869,3.3948709337156093,0.9409227565112038,0.5648212967718305,0.6754238327902153,1.4155660597296795,0.47610483889480615,0.7017377703421042,0.6884159218995858,0.9963751438798656,0.9611149327178032,-0.14611150261356973,0.6560664237798068,0.4854969830973612,7.064227328846872,0.1033006559028955,3.8499872044254237,0.6142908953824519,0.21057673872202023,14.128454657693739,2.887575056075424,1.0839484225567033,6.204156434482851,5471.861723818351,0.05634704689340284,23.55023964418041,27068.25346514262,1.22024500325921,51.170394398105245,166.6141077129029,8354.793399237977,3.506268252611999,0.022055556666858937,0.025727555056092314,1.2879003370460438,0.0008619338759203605,13754.422401289861,0.2446871556338688,1.5408141983118664,51.522752372305504,4.659286507642277,234.88391044281568,0.10033516504378756,0.02276888117626966,3.976574787184203,24245.001118507244,0.42635155417072507,0.5784257344961701,1.57355381262323,0.6714969292945174,34.65056781012943,0.015861583701440626,296.240478781284,0.1611754509147356,5.681134932823088,49.95647442872688,1372382.112078346,68791838.08541894,28272.97320578279,0.03973568672240776,468.3079434167573,0.25479213461194633,0.5162856307269076,26.051868040197775,0.02222858751887809,5.710278826800935,0.01892699001132736,1369590.6168222306,76.9490137978007,8.63246315944124e-05,48.94120419186509,0.006842919661826276,0.011257134963197316,21
resegmentation_dil,30,-692.7195555163968,-1024.0,1327.0,41161,1,0.92548832002141,0.5561764742330131,26.71385593549947,48.03125837413173,52.20153254455275,54.405882034941776,51.78802950489621,56.32938842203065,41112.708333333336,44.452368621189464,0.835629743750384,6893.730361620447,0.16767881857180283,41161.0,42.0,161.0,558643277.0,2.9197654967310323,65.0,4.003555272638195,213.0,38.420859705569676,105.74580306600909,113.0,-118.0,331.0,26.633110998729528,116.4995719459906,-0.9110429272391913,558643277.0,0.15547231262988964,2389.9753975238614,99.88764349817643,568.5606778646574,-33.104503705291606,12.61481162097897,1.35027146565861,0.8056088065649271,0.780680667866456,1.5969539204758925,0.7242334714799952,0.6816682722937859,0.6624953830240696,0.9933573564466038,0.9501629238909947,-0.28757427554846726,0.8900630650079443,0.4701152024378048,9.852463455067388,0.04947972423383236,4.894280959530798,0.8179015392958653,0.09948010996497712,19.704926910134766,3.7807948369719173,3.491270771659395,7.05138075286744,2245.247613031753,0.05454793646975908,25.91084291072783,6399.395860158888,3.9091207292174004,99.01912004081534,153.5413862636962,16636.72928257331,1.6156407527667274,0.013427965752410365,0.025666447322465966,1.8545038549457313,0.0008334374574955777,3655.914354770187,0.14693167018309067,4.40769103190926,94.69198751575439,4.234658785094225,440.23169746715604,0.050296898606418915,0.014984830651089319,4.56669860199985,11497.670652641575,0.4567140310420173,0.6039473512081078,1.3960777616993385,0.6984383725311519,63.32780643549572,0.01155971732217186,57.882852292020374,0.09827309387439792,10.396107471153373,62.53480475382003,391021.15280135826,40597318.71646859,3998.2025624490234,0.04726558492083219,112.32427843803056,0.19070335897798057,0.4383023125215569,26.19779841541172,0.02668263215661091,6.449870899124589,0.014309662058744928,386137.53975688986,15.371506542810002,0.00038140953132776594,42.784637311955855,0.020634034597962588,0.03573447651352723,30
resegmentation_dil,31,-550.7701940522777,-1024.0,3070.0,7438,1,0.9379677211907723,0.8572986379682135,20.034815375940298,23.36970396153031,26.68332812825267,25.612496949731394,26.476404589747453,27.16615541441225,7412.833333333333,21.92002796969955,0.9069692242834022,2027.127495570259,0.27346190105945894,7438.0,-6.0,119.0,37822929.0,2.9380231596178277,45.0,4.110178745874346,219.0,35.952257366642854,50.40293089540199,48.0,-149.0,368.0,20.702204485136097,71.30984488046167,0.0754349425027789,37822929.0,0.17628887103361798,2544.638534028836,76.21024373804654,651.1616125010486,11.626464234280503,11.882184214784136,1.8469685735260941,0.727793499080787,0.9909361846482763,1.7783177438625921,0.8392554168802591,0.6187927685188541,0.586759559185735,0.9920277685459086,0.9410550479319044,-0.20281598720142893,0.8075524875280172,0.48666382683604403,8.58493849984714,0.05530936856019159,5.029664678536744,0.787197137768922,0.12156056099210094,17.169876999694285,3.6427606766044045,3.432288197077557,6.52647131698877,497.23635385856414,0.06685081390946009,17.62662073879031,1311.2366227480506,4.131616324418816,76.95872546383437,94.95213767141705,7246.996101102447,1.3911219315063652,0.01800000726314464,0.03951730251078582,2.779008732752013,0.0011552946786024293,781.3553775261911,0.14995444757056448,4.812291714365072,76.81307605930743,2.814724040025281,215.8687321729247,0.04672861492535522,0.019146455280575736,4.28596674398703,2917.053004976548,0.5554519066989593,0.7002502740604382,0.7324591071450594,0.7714563082662761,58.94195171010831,0.015581988885711292,20.76795580110497,0.1147400872989225,11.697445132932451,68.07182320441989,50615.71270718232,3644767.4640883976,734.6032402095734,0.04158117210826357,33.1767955801105,0.18329721314978176,0.4244211001547578,29.648421933305304,0.016048474999827516,5.8621919271949,0.024334498521107823,48927.0022282592,4.1961043703350445,0.0015007861396280659,58.92954639828833,0.024830833618741676,0.1475375501863832,31
resegmentation_dil,40,-569.9655741188261,-1024.0,2976.0,3704,1,0.9584810414261091,0.6206224478242174,12.769294646407232,20.57498031399592,21.587033144922902,23.323807579381203,21.587033144922902,23.853720883753127,3681.9583333333335,19.720728558680502,0.8590376895209553,1342.3254334288945,0.3645683388854829,3704.0,46.0,107.0,24511894.0,2.1208169147078633,30.0,5.801109120217971,159.0,19.774013500086298,76.73866090712743,79.0,-66.0,225.0,12.636411172365214,81.34913623046506,-1.0708806949569212,24511894.0,0.28585872957377223,728.859887623677,44.76483825989983,53.23758554774657,-4.949481678640269,3.0634086615330034,1.2911823373579632,0.40322904722281333,0.8221838909203429,1.5773161077322615,0.6055577291212831,0.6562125367710363,0.6347047286136426,0.9876519475709955,0.9286417034132654,-0.07524237727592321,0.4823518198460231,0.506686601611317,6.657426500688052,0.09736812083982577,3.9309544721281964,0.49305231385226855,0.19277072821190033,13.314853001376104,2.7632295459026497,1.0886477497227416,5.801306783048517,243.33585313174947,0.06569542471159542,17.35418804724564,1058.8207343412528,1.2566471248174875,44.78671706263499,107.51187904967603,4942.173866090713,2.4766271974177436,0.027774288303534355,0.03903729279139311,1.464208253674171,0.002343519092268627,630.6595438685986,0.2529016550089644,1.5260125161453515,44.28901596629183,3.0369530277680963,137.538586937931,0.07771954879035031,0.029725404817375102,3.5615203773574398,1300.2002274708273,0.5175973916311439,0.6732638312011964,0.7957765669537481,0.7439842158138761,32.55478836051506,0.02353907330995271,25.11864406779661,0.2128698649813272,4.978813559322034,35.228813559322035,31410.98305084746,1435341.5254237289,709.2644746373912,0.07668647323964112,25.779661016949152,0.2184717035334674,0.4669239891084514,14.469062785306738,0.04377090701658425,4.883816144097965,0.03185745140388769,30425.661591496693,5.238432001432659,0.002099536236122342,26.907012268887993,0.016524903971552964,0.09774123111614172,40
resegmentation_dil,41,-590.850929250927,-1024.0,2828.0,44938,1,0.7818548267078368,0.5876913878204564,30.132817142548873,51.27319842868728,57.723478758647246,44.14748010928823,57.3149195236284,58.034472514187634,44889.791666666664,40.088197672217824,0.8803434256694973,6938.470173873689,0.15456677155902052,44938.0,28.0,93.0,208351463.0,2.182203634252287,32.0,6.583335383149997,166.0,21.154668927440873,61.61749521563043,65.0,-115.0,281.0,13.512530326385624,68.09126572623417,-1.2672094410867756,208351463.0,0.2765566642482409,839.7047515523938,65.32720834881364,105.3194042128702,-9.271087898837719,4.109485756593919,0.923781287807021,0.6308518509796002,0.656651277177724,1.4056044411667277,0.4839756747578242,0.7100080296350909,0.697662237496416,0.9937545269342235,0.9508947963230155,-0.17200860910385193,0.7024342935663749,0.4762918270717211,8.033097016340648,0.10560747120456791,3.8744878445661532,0.6645536873948141,0.2127953238722588,16.0661940326813,2.951400323617018,1.2583167611002348,6.27181773582599,2472.588633228003,0.055022222467132564,24.523964228284115,12427.90337798745,1.423759072936845,65.19609239396502,173.37829898971916,11663.147848146335,2.7100552829573488,0.017995933064489638,0.02225418795321234,1.269527552949236,0.0008010728759016972,6120.875545106891,0.2391567052708733,1.8325255763649844,63.95814698810862,4.811424836420668,319.0769112390954,0.07995242963910107,0.019462142108035266,4.052526365790774,10728.747394896145,0.4144751644175623,0.5692081739969942,1.629218819517309,0.661059381929732,41.38153886400853,0.013897500024932839,109.01147776183645,0.15640097239861755,6.6785794417147475,57.094691535150645,774748.3271162123,52284233.661406025,11753.10080522649,0.046191030885392004,145.2725968436155,0.20842553349155737,0.46055055212175133,25.931556867183073,0.02520639339183534,5.876868910489541,0.015510258578485914,770591.5003715451,33.954688877885786,0.00021025369615894164,32.04539755818908,0.010056352592145181,0.01781235747685286,41
resegmentation_dil,50,-599.3900383843315,-1024.0,1302.0,4774,1,0.96100052891371,0.5403523399109772,12.618564898935306,23.35247572170078,25.317977802344327,26.570660511172846,25.317977802344327,26.739483914241877,4750.791666666667,22.441741519999024,0.8420024508665098,1623.1105210316596,0.341650536355869,4774.0,-45.0,178.0,78118540.0,3.3911901318464768,113.0,2.5628897064914447,247.0,69.03750994468186,97.43150397989108,130.0,-118.0,365.0,49.93441877991643,127.91923444278157,-0.8522009221555393,78118540.0,0.1240354777457633,6870.432572643784,102.79987237830998,3135.797460012807,-177.0304148456121,32.15617231606727,3.6549358690429434,0.7923640167884092,1.2868065408243012,2.1454217074315483,1.9284222825101964,0.5968909755547571,0.556164751281147,0.9848642053070991,0.9272771038069922,-0.2644202751489816,0.8947520548969745,0.4146904954560225,9.78095042880194,0.04324229221389862,5.630901531299061,0.8236936701000358,0.12109984964309652,19.56190085760388,4.187337452826473,8.952777046277554,6.9027607319148245,295.1658986175115,0.061827796107564205,31.18315168621262,592.145370758274,11.0795739964186,99.83933808127357,107.72182656053624,13901.132174277336,1.184203755643534,0.030545106844293186,0.06421839270583125,3.8091110593009407,0.0042804874725858874,321.33293041883724,0.09571358931642325,12.288949593443002,90.13502349870394,2.9634220212156794,332.5630187202697,0.06539732218134744,0.037019131226365326,4.669906635945647,1981.277335489376,0.5863149528313577,0.7019754439109278,0.8831883073935809,0.7926638567358588,65.18828446365447,0.0334220027324565,24.29032258064516,0.09794484911550468,10.588303199791884,52.57661290322581,9988.282258064517,1271862.697580645,96.1721490032217,0.0789636464370962,40.99193548387097,0.16529006243496358,0.402299086003826,22.790979250245943,0.03823305679732706,6.2179847409954805,0.05194805194805195,9617.719758064515,2.185093704073105,0.002801748306659097,67.39151577171165,0.08232233749958677,0.25587018477563556,50
resegmentation_dil,51,-649.6611642125308,-1024.0,3071.0,12809,1,0.8961793907602791,0.7742938398992886,22.753349862319027,29.385936823775488,33.015148038438355,30.870698080866262,31.78049716414141,34.14674215792775,12779.333333333334,26.33507095965117,0.909049154173628,2907.8291751486586,0.22754153908513683,12809.0,74.0,140.0,156546945.0,2.2242191344819586,35.0,5.408435208117155,231.0,21.609861898314303,106.82590366148801,108.0,-66.0,297.0,14.624029917994156,110.55151170288144,-0.7291816863623486,156546945.0,0.2598433718250634,809.8630466988147,61.87590435363416,77.0592139946834,-4.660170674034936,4.05557656881285,0.8722315217618267,0.6445678451097135,0.651842334240082,1.3720802587817782,0.4385326259129373,0.7078497108465793,0.6959142554461943,0.9949303421699144,0.9544665635676649,-0.18790415823690057,0.7305411147640023,0.4855410849224922,7.815367330533764,0.09496201703941211,3.9145530580365393,0.6767558586191849,0.18273044387904963,15.63073466106753,3.008509854573479,1.231952022643669,6.247323461090173,753.2140682332735,0.05880350286777059,21.590924171179825,3328.333749707237,1.372738426969078,62.11023499102194,160.15887266765554,10082.120071824498,2.685636582408268,0.01851593417264076,0.021526981632237697,1.2434272869589913,0.0008368514185876557,1758.063198948143,0.23423392650871622,1.7024507753899452,61.64367399414456,4.393298825010424,274.79694677173234,0.07701292103333597,0.01956813192020982,4.005795914356091,3218.739118627311,0.4233261895681366,0.5857119693484749,1.3721709743454062,0.6673806423328037,40.79563322666781,0.013827792290347623,27.126315789473683,0.14277008310249306,7.680360110803324,59.142105263157895,215224.85789473684,13567031.673684211,3524.5691500638827,0.051707913485988494,36.66315789473684,0.1929639889196676,0.4415658984927161,24.227199756869666,0.030618150267999685,5.858179520888152,0.01483332032164884,210679.96922437672,8.71798842382954,0.0007742732690306715,35.970506424656065,0.008051665949217962,0.07099814373532555,51
