ICC2_resegmentation_dil,ICC3_resegmentation_dil,ICC2_resegmentation_ero,ICC3_resegmentation_ero,ICC2_interpolation,ICC3_interpolation
0.5741410859753852,0.7285017216666788,0.9263379590767847,0.9272188668677763,0.9315537784593139,0.9675192584132841
0.8252647511133808,0.8894462238727361,0.8543981812494204,0.8529242611007419,0.6943646362298096,0.803543979558086
0.23170518736403786,0.6779565737666119,0.5758873076720484,0.7474591359218172,0.856539275319404,0.8557427797752585
0.7547016433001273,0.8837803093741317,0.8566742266439593,0.8861954045491638,0.8283352988248869,0.9239072218597844
0.6207506723852102,0.8647536738536569,0.8769250896286879,0.9099005884901099,0.8684869905434807,0.9531156237544811
0.4935516649638686,0.6515916802699581,0.8954001354279552,0.8963012799713715,0.9212087081656818,0.9609273652661877
0.8708247636709977,0.9427358508910441,0.9348219037582162,0.9514020569294501,0.8256757288273582,0.9319873707938492
0.23170518736403795,0.6779565737666124,0.5758873076720488,0.7474591359218179,0.8565392753194045,0.855742779775259
0.5475250719354217,0.8023608770943844,0.8787515726182251,0.9089352014367388,0.9498222880850331,0.9759739983442469
0.3726380431632728,0.5306949821281105,0.929973672687161,0.9415030789145231,0.9693000790524355,0.9806835081926575
0.6077019931771979,0.8779222389081344,0.7938352765976768,0.8440287240525159,0.9844971692279709,0.9846823905681834
0.9938677545777708,0.9964972334420152,0.9922233174631893,0.9952253196069778,0.9029556760276057,0.9173992057596179
0.9576865637168792,0.9627844486520521,0.5313650443379083,0.5420597580201183,0.7566777493370556,0.9092653454942551
0.9575419573761892,0.9770522574338902,0.9156616403754433,0.9329272909243803,0.7628475338819356,0.9389231852028822
0.998342984675289,0.9984217879780093,0.9904958823247929,0.9936033857854338,0.9738744446754402,0.9782708195747739
0.29510539694831533,0.45551986009680095,0.9208866005401758,0.9388556903476745,0.9688055050096761,0.9765080242764085
0.242449424256619,0.6384326862267848,0.6325607812105125,0.776967784509293,0.8569420914955563,0.857115300832561
0.9523158802682576,0.9795781392456987,0.9693254653771988,0.9690936172248562,0.8019450880406442,0.9426597408811391
0.41022793241047784,0.7612783299095072,0.6934116703633927,0.8100886986130922,0.84333155739584,0.9014501430835049
0.21468061238251576,0.36956750944129374,0.46729412694890454,0.5570828024013148,0.7795515489102871,0.8075254047920125
0.1557737392709886,0.27901027991505206,0.33533286881299335,0.44105406138384806,0.7536183209938857,0.751346286658223
0.8863831239873847,0.9506899243432699,0.6895454664706379,0.6875868912728016,0.77309973962824,0.8414810303219514
0.49073852699491205,0.666074102682196,0.8566416966989819,0.8994328687082185,0.6606771382694374,0.7218592408729052
0.5520434031656145,0.5707876347873367,0.2684450619503129,0.2796516751342619,0.8323733318656639,0.8416306892170048
0.9985860581639336,0.9987300307460788,0.9889381067334458,0.9925147375444008,0.9325233237989589,0.9441165703736699
0.4848189556469828,0.7801121743911172,0.8036719282269051,0.8575888669259129,0.9163422066768242,0.9404123806417914
0.24703670236400044,0.4180161796074905,0.9005119735819017,0.9272989041663707,0.9608826413370251,0.9659327419341536
0.24812554656006366,0.6383587676290878,0.6408383792213826,0.7832400930914808,0.8545303067533878,0.8559451830615831
0.9652233373763307,0.9674146552508706,0.9718412199050004,0.9719194086665707,0.9872431010593571,0.9919691480550373
0.9426397178249627,0.9821269134198397,0.9903790232580009,0.9951088521583293,0.9853939075893338,0.9874528777595757
0.6973319470461345,0.7794261152513449,0.7950378555205563,0.8429159698318937,0.9510450703917956,0.958673586451897
0.17828941393216474,0.3001698948349845,0.33411164221897915,0.43428068707653483,0.7554182710700309,0.7532221592608042
0.5037758425811546,0.8178686786989886,0.860776108079574,0.9109647414647045,0.9509921604892256,0.977258295591158
0.9725404463676014,0.982203625281476,0.9848131427412583,0.9901151564239498,0.8324782977220885,0.8538503233363217
0.8786440568988532,0.9554940926265001,0.933556958970588,0.9339011146041146,0.8113040872164822,0.9325704573932637
0.9309500285845236,0.9740192081471963,0.9622180108456941,0.9620397424223007,0.8100954742851401,0.9438887922053969
0.9807796991556589,0.9815923184432773,0.989000693658842,0.9889248051340819,0.9875617845642441,0.9914366690252583
0.8776625072715089,0.9574606969536388,0.9385258109041107,0.9426582048583931,0.8281353195166253,0.9435818585952309
0.3001951417972094,0.6678511464527609,0.685162855326422,0.8114184973749062,0.8366664531596637,0.8539127753228087
0.21249847781057957,0.32727718276233725,0.32799784722979647,0.41103760579442883,0.7355233880981976,0.7347312201125108
0.9923810230272723,0.9922889885082532,0.9847418228775442,0.9889784305393003,0.7512811753347158,0.780013501932572
0.36296783304494,0.6730971236503784,0.6870581003082086,0.7757483176932295,0.8563145278887665,0.8570252917166498
0.26273924889561945,0.40546714293926667,0.7899577558261794,0.8790116135712973,0.8963422157885609,0.9294444631670942
0.36673418198093355,0.6677631731449206,0.7896864521597992,0.8459527929681437,0.8204019687007419,0.8509120776330821
0.9966891817042036,0.9967725227824511,0.9745231297703263,0.9744308748460149,0.9276256990873077,0.9274725678027242
0.9864562566507711,0.9872240393656476,0.9987613953195088,0.9988919738644889,0.9231811044999871,0.9232633547661195
0.9493423606955471,0.952681968368221,0.886777528738388,0.8874710750527681,0.9316238180316887,0.9312575271545838
0.2793241528656549,0.3403012473047247,0.36538300423810915,0.42199546267339083,0.5929752236280158,0.5946704329235803
0.9773035014675666,0.9856362153455986,0.9671451615038433,0.9749571374466742,0.7202685604167723,0.7484426833127713
0.7822466630917849,0.7962126325277923,0.8042822632387676,0.8095784234306646,0.7399468823318769,0.7704446031477135
0.7647926709450913,0.7698670042219714,0.7878414006115,0.8042659486753992,0.7448125109447757,0.7695209630086512
0.4820762066380328,0.7039133227589017,0.8282314089551718,0.8733131246669918,0.7716801639159346,0.8236457729609665
0.1592943287538929,0.195167250362813,0.26621991986287374,0.28881378595267904,0.49076493318648745,0.49082513232039277
0.4010589871169922,0.7983999781435622,0.7824730940763469,0.8620640337117088,0.9197078008648092,0.9326209516629138
0.9029479157955685,0.9342833154055514,0.6017455423696016,0.6020510853703128,0.7990284606325889,0.8416482534433534
0.9965310075141665,0.9966138293797031,0.9755381167212398,0.9754452364009351,0.9264782782338246,0.9263256089331515
0.8383407561860252,0.8700769643282218,0.9686116049665697,0.9693100164722487,0.9673935046294286,0.9748674978732605
0.7606609206725637,0.7837426529257439,0.20013201995640784,0.20586113031711575,0.9160910405911576,0.9315677941907117
0.28053145092843906,0.35212578436104963,0.8180789276267262,0.8893371784587765,0.7148021485262379,0.7732822452031363
0.45216421945428403,0.49764236191080774,0.8606659326169737,0.8730039274831141,0.8864365308466445,0.9013442593906883
0.16953912602068902,0.17529126274920048,0.41097932809132337,0.4148963239401632,0.8135376166356812,0.8385626293801725
