method,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,subject
interpolation,-442.147099766719,-1024.0,2284.0,14301,1,0.8721964295570079,0.4392117013227561,17.980631926865037,40.93841733431395,47.50421033971621,48.04872526925142,40.833564625195294,48.09906443996598,18979.283583333698,35.70634143070335,0.7836865125436553,4390.644707700329,0.2313388009838206,19034.631000000005,33.0,91.0,62861794.0,1.994358966571727,30.0,3.659858069160147,156.0,18.134958042276065,62.1381721557933,62.0,-98.0,254.0,12.720450078932908,66.2994891698068,-0.059607230880204,83669047.81400003,0.2981320461897742,534.4698253143242,49.54403095215375,24.558830484081156,0.3956753950970662,2.7322696940266886,0.7844728611419959,0.5534712718167936,0.612021458838934,1.321615696488338,0.403097531241904,0.7209656413677081,0.7111488105311707,0.9936548717698356,0.950083335163358,-0.1464355161008452,0.6425974913425654,0.4772009853562131,7.004073245087455,0.1143572285361312,3.6171902787201424,0.5653361352054369,0.2301013837807399,14.00814649017491,2.761280384200449,0.8791856387921713,6.102789411656358,822.8464443045941,0.0575376857775396,22.904479206759294,4263.586392559961,0.93654811378257,50.01293615831061,170.67289000769176,8458.87888958814,3.616136091665887,0.0217952012789644,0.0236484800827014,1.138750063884174,0.0007553019322191,2190.443415960946,0.2681608456818426,1.1330897377063072,50.146799317740296,4.638232332719628,230.41189001793663,0.0994658702428767,0.0222270468041856,3.81979376067838,3360.9415818614716,0.4064178250816478,0.5709229585881568,1.4698318458476305,0.6523026318770687,32.69449051417069,0.0148360031253417,48.49034749034749,0.1872214188816505,4.6421788583950745,47.42084942084942,226160.95366795367,11198580.644787643,4710.661634720375,0.0372768555054423,67.68725868725869,0.2613407671322729,0.5275585890558163,24.893979980925263,0.0225695892498173,5.2963452057903835,0.0181106216348507,223112.12313471775,14.036408283782931,0.0006406461894777,25.496710229488052,0.0075347351694303,0.0415367223053343,60
interpolation,-539.0250611938066,-1024.0,3049.0,85527,1,0.852111852893357,0.7876149827747385,48.78773495010804,61.94363491947633,71.43227561823858,61.12675355357915,71.25419285908725,71.8460854883549,113756.57699999568,52.78290552618462,0.871853880687388,13022.411953834344,0.114476123466996,113836.43700000003,28.0,84.0,307771590.0,1.9363683798144835,29.0,3.0680799482966963,158.0,17.565195447979097,55.77062214271517,56.0,-40.0,198.0,12.354839139188838,59.987759926338654,0.0315275990719613,409643986.29000014,0.3050198059158917,488.1690467945303,22.99179294673368,20.65995095593331,0.2145784905962124,2.599281501351179,0.8128309529438709,0.5235085346337895,0.6306598827404675,1.3337694477495252,0.4067500780032135,0.7136149188095866,0.7028586377583191,0.9902713257770824,0.93856389173999,-0.1302293837777548,0.6058794472440157,0.4844423348059398,4.7481760945712335,0.1125326684842198,3.6126484462022503,0.5240732271063789,0.2126075065609187,9.496352189142463,2.7294863280635253,0.8530281135737625,6.0215629791047265,5141.318028225005,0.060113391422884,21.024553912887303,26087.428940568476,0.8580138072924544,23.445485051504203,173.51602417949888,3993.887450746548,8.420015372713424,0.0506213471975655,0.0182211482428297,0.4596130503440537,0.0012230642776882,13355.329297053588,0.2772049753846863,1.0125610526397693,23.66817857779021,4.825775660798279,111.89003720058814,0.2378050905601037,0.0518488477747566,3.781253480854874,19590.57353008091,0.4008762140858789,0.563509858785035,1.5658476009078393,0.6456948151359516,15.407334280616018,0.0342397745101185,257.08202443280976,0.2243298642520155,3.774509714341407,26.390924956369982,1823987.8036649216,41296858.535776615,85580.40469506505,0.08331108576195,204.6020942408377,0.1785358588488985,0.4195394096486621,11.587211684535918,0.0373434085027392,5.716095048204608,0.0133992774211652,1818418.0339149144,172.478947228969,0.0001014533784773,16.549058842505705,0.0107723496480324,0.0035322887274323,61
interpolation,-662.9057219176759,-1024.0,1417.0,9035,1,0.8907026837186154,0.591832571217765,18.683254310719597,31.56847936279784,34.540700629836685,36.43308935569423,33.29204109092743,36.582236126294966,11976.116166666689,28.11812928935976,0.8414317201191217,3008.448475170782,0.2512040158348033,12025.585000000005,61.0,130.0,104352866.0,2.012446966886163,24.0,6.739931745413202,161.0,21.35298533128714,102.9607083563918,111.0,-54.0,215.0,11.375670023925911,107.47021363117445,-1.8245299577629233,138893664.64600003,0.3474390712622529,948.939352680301,61.41372580626068,101.37198434822518,-12.38249079492104,3.744198789779209,0.9879132585461567,0.5761000735207334,0.583048417936365,1.434910029377881,0.6396783319102337,0.7601339492604107,0.747020335001497,0.9907042600524884,0.9498145064938316,-0.1758379277725049,0.670740027458314,0.3646203837011362,7.7925488722282,0.1973135400524308,3.357513074205779,0.6016949679871657,0.4018454824089523,15.5850977444564,2.6323447500180737,1.1830280120813417,6.042030303762214,352.1718871057001,0.0389786261323409,53.906384719817694,3139.112008854455,1.5882740213686612,59.95550636413946,256.95705589374654,16878.449142224683,3.9972595372332873,0.0204178169238549,0.0341285618102831,1.2046742251847913,0.0017654927077242,974.3357193918192,0.2192437560144517,2.419206766555374,54.76153418080938,8.051009872386425,512.484388455918,0.1370622713109033,0.0248988956173802,4.202673816933276,1798.1588817512627,0.4005727776028331,0.4904005789451279,3.7187987551228097,0.655394310872964,32.5839118260052,0.0191045032650945,42.111111111111114,0.1613452532992763,4.058396089311666,30.81226053639847,104563.24521072795,6736480.567049809,1639.3700054547503,0.062268324848032,56.46360153256705,0.2163356380558124,0.4699746914121847,13.055171460209236,0.0345951039041986,5.434513566606212,0.0288876591034864,103364.91833648949,8.159913151482677,0.0010988687965279,21.466047796286112,0.0161277557596603,0.0698428687614726,70
interpolation,-570.1240156005274,-1024.0,1469.0,5479,1,0.838454080684355,0.4352300036440478,13.15168012252154,30.217769943263423,33.29204109092743,34.78505426185218,30.976281248723193,34.97584881028623,7258.386666666702,25.33621251811027,0.805608567189435,2250.367507346469,0.3100368733014763,7292.549000000002,-64.0,102.0,34241432.0,2.670657456658861,67.0,3.102982952379998,134.0,49.227047898726696,50.65559408651214,77.0,-117.0,251.0,33.630669609111294,79.05426572991955,-1.2050922413392469,45575345.99200001,0.2252544609341659,3683.5877178392498,63.607079157661545,1428.5541586416962,-119.38769869076016,20.38791052445025,1.3994930629665985,0.869337568601539,0.7748965624060039,1.604609730771261,0.7573606262571739,0.6937275223423008,0.6724603467313438,0.9890280896911928,0.9391486964167648,-0.3223140633604068,0.8917639024020042,0.4270261915326394,7.671923795297748,0.1041300041067206,4.386923103536354,0.8821030114584467,0.2742265416637489,15.343847590595496,3.467997952984035,5.446850896854212,6.519770927867114,262.94962584413213,0.0479922660785055,35.3993357171441,1234.1691914582952,5.990945134521325,62.92608140171564,166.23635699945245,12509.611607957657,4.237370715267731,0.0444114621243825,0.0279652807960844,1.3330112948661583,0.0023875043345036,512.4418214640176,0.15652337609319,6.587955800567299,57.469427157646024,4.637208148458064,321.2210420139246,0.1584250145848025,0.0526162730053186,4.409570517163623,1574.003376162792,0.4687697933591809,0.5985230319962936,1.6570854016935057,0.7049262935683078,37.39737755427292,0.0412849029121212,9.233766233766234,0.119919041996964,10.512059369202229,48.24675324675325,85686.8961038961,6577922.545454546,1614.4494026335449,0.185600512060532,13.675324675324676,0.1776016191600607,0.3885011685870002,19.09185237946755,0.0651059415486825,5.19820634670146,0.0140536594269027,80623.74194636534,3.9355168906827713,0.0023208481208671,24.411376520281635,0.0491894710694164,0.1634250686599641,71
interpolation,-643.3830010865436,-1024.0,1515.0,45387,1,0.9867510421166856,0.5385654448709898,29.218090257900275,54.25169872326157,61.36383299631796,62.5454234936498,62.079384661898835,64.00828071429508,60339.16579166512,53.53292025177882,0.7979286975035618,9323.655981469085,0.1545207968844175,60410.097000000016,69.0,142.0,562539758.0,2.307694392328329,38.0,3.9988718387813207,208.0,23.186669234711307,107.25833388415184,110.0,-67.0,275.0,15.76153344567617,111.3296573011696,-0.6250386275861153,748740417.8980002,0.2426002548765808,889.9424071916699,62.55923511853921,77.12887077271716,-5.2364159350789565,4.5371641961796465,1.0165152507909432,0.6330264041003896,0.7072183537864785,1.4561164931980874,0.5082032767602921,0.6916732867736861,0.676678516633449,0.9931258616459614,0.9472368255844462,-0.1719097467349171,0.7211244263051275,0.491286643802641,7.853597442990402,0.0832670638112607,4.123006737218651,0.650735175283821,0.1712550356424131,15.707194885980805,3.1007241101510727,1.3884198617426478,6.383158271433485,2693.7842774362703,0.0593514503588311,21.41010363971201,11010.897768083372,1.5078624444490842,62.51378147927821,151.51944389362592,9693.441536122678,2.5420222843640325,0.0182672081632474,0.0259680310472532,1.422885394090339,0.000737538710459,6007.211232473884,0.2206426501005268,1.7810446298212028,61.79759268933343,4.117776049153563,260.63940791048196,0.0718001435588785,0.019057149733314,4.02087884101094,12096.678133432542,0.4404762158900038,0.5997481488260786,1.276874992602015,0.6838503082568963,41.773636163001825,0.0135762692032842,125.76156583629891,0.1491833521189785,6.484081452306271,53.20284697508897,563357.403321471,36237717.29418743,9058.016067679571,0.0355018672852257,203.49584816132855,0.2413948376765463,0.5037722888769317,25.029592309295413,0.018659004187125,5.776570547744553,0.01857360037015,560458.6730495645,35.11536152441226,0.0002178915388655,33.6878608456184,0.011372602305645,0.0160852890979492,80
interpolation,-590.2682331030302,-1024.0,3071.0,21724,1,0.8931633439170824,0.8023878261183633,30.79608628574857,38.3805502567604,44.34241761564203,42.460569944361325,39.26245025466445,44.410584324009974,28864.12145833313,34.28010060870575,0.889639297577599,5114.961802752215,0.1772082968170685,28914.644000000008,61.0,142.0,239467938.0,2.4272769305260815,43.0,2.9826221350170488,207.0,25.515773156352875,100.03636531025592,99.0,-24.0,231.0,18.085575635075585,104.99141533152198,-0.0004367758510632,318731825.4780001,0.2168561865550781,1015.9229088291704,31.63475919863237,97.74655514185405,0.3411943905595914,5.773278582014634,0.7757252811202174,0.762742691210832,0.6002290255984787,1.3203187116585695,0.4081465353852821,0.7269009880610428,0.7172865917023403,0.9924519348188976,0.9467299538062832,-0.2730977336993854,0.8472490104200296,0.4667289224615053,5.512287091766863,0.0796140148524485,4.143256483920676,0.7675886586444899,0.1634773671734403,11.024574183533726,3.2959863450414457,1.6372509657837129,6.68970178255945,1191.138556435279,0.0548305356488344,25.000955222006304,4710.9837967225185,1.7015926966590216,32.20631559565457,185.6195912354999,5845.322684588474,7.168561917994522,0.0414975862145631,0.0190800283557257,0.5959738217005636,0.0012143770043364,2414.6546091016876,0.2017218825777459,1.933133874018537,32.4974710118249,5.153559195680111,162.8340789489216,0.2047668202329511,0.0433615196424361,4.300962983966449,4753.9327654625895,0.3917688578727022,0.5510176621390026,1.7421271045846043,0.6394694791427735,20.83795324537597,0.0289676369798484,34.655430711610485,0.1297956206427359,5.803924869194406,31.52059925093633,361730.7116104869,11151121.662921349,12980.070659537918,0.0953112269668583,58.30337078651685,0.2183646845936961,0.4723514619106557,14.10251971424426,0.0405082916928654,5.658165837631875,0.0122905542257411,355110.7256940061,27.3793942403543,0.0005629222484469,17.9608805826457,0.0158861429789552,0.0218087477445981,81
interpolation,-689.0609872817666,-1024.0,2437.0,24133,1,0.9461856557687084,0.2285570839512128,13.497379212692309,59.05474019599155,61.688329528363795,67.13605588653536,61.84504830623064,69.48309146835653,32043.603166667144,55.87674807859498,0.6235750184028753,7823.8943879927565,0.2441640020099687,32121.02300000001,5.0,56.0,40010237.0,1.8475493631961657,22.0,6.822512469905,125.0,16.988567383773503,32.5160982886504,37.0,-95.0,220.0,9.672689172250069,40.7173875373662,-1.5908672550036478,53253625.44700002,0.3751901533376218,600.6089999508914,35.306348079934395,36.21971789566973,-4.7106818964069666,2.275058599404755,0.8943243563591872,0.4230109494960562,0.596792528148923,1.3959229448478587,0.5281549773547977,0.7420052358039668,0.7304259530529952,0.9914567894848136,0.9478588415853004,-0.1024894901329859,0.4898040466740363,0.4167078409965442,5.912758615045896,0.1930670951462896,3.2048317552388808,0.4550992985163414,0.3859285788199532,11.825517230091792,2.428926948771677,0.7923457389409856,5.8534350918414555,1020.1914805453114,0.0422737115379485,42.59299634345669,9054.46397049683,1.0380369861873804,34.91426677164049,218.89060622384287,8037.680934819542,6.148278864765256,0.0368458404865466,0.0336314733968539,0.8437861881307493,0.0035914368718729,3330.7396806569977,0.2614434710197582,1.571698022274736,33.44348736579951,6.707605338159731,240.80812208284152,0.2090368277509069,0.0438228685138394,3.8983823762855416,5376.916882117232,0.4137499516505231,0.5277803454573852,2.8759697800652706,0.6631372609655994,21.106769870437255,0.0336631081554388,101.92744479495268,0.1607688403705878,4.169414065221069,21.679810725552052,336055.79652996844,12282350.574132493,9351.511563028049,0.1412752956072018,176.403785488959,0.2782394092885789,0.5421567335021313,11.838223979051376,0.0882420163829991,5.305133913937385,0.0262710810922802,334606.87752142025,34.11725687544944,0.0003347727059553,22.187092299696104,0.0113945809008221,0.0157549194427484,90
interpolation,-578.3646271439551,-1024.0,3070.0,5426,1,0.9035939355859754,0.6709580285903204,17.04409473021795,25.402624313218983,28.53646789636027,26.14670151281037,28.044607324760317,28.873690446494713,7191.171166666648,22.95365727739353,0.8808916065514283,2045.320651038317,0.28442107740656,7222.006000000002,58.0,111.0,42315690.0,1.882842171517502,27.0,3.5141064939759743,154.0,16.67042005638576,85.7018061186878,87.0,-9.0,163.0,11.463222826741514,88.31018991295522,-0.363987777326837,56322183.390000015,0.3230639659506201,453.8900704570653,24.87921376962654,20.09474812600864,-1.4259705966939058,2.4184912038541153,0.8381784933661596,0.4856009747396704,0.639680928240317,1.3521467860115672,0.4207253137234631,0.7113126226854516,0.6999563056282022,0.9874315181386866,0.931081997611288,-0.1144760676027011,0.567862832274436,0.483849863779258,4.948143184280085,0.1226200663297261,3.5567858489539783,0.5038974284096087,0.2543091383490831,9.896286368560173,2.6572213881040243,0.8141674243050687,5.887015754105301,326.61739771470695,0.0601948760992825,21.204263128655644,1752.945079248065,0.8089159999994566,25.271839292296352,155.33873940287504,3920.7252119424993,6.7308494766317875,0.0467111922481242,0.023401606118012,0.5996343989109827,0.0015425586211193,923.7291717362408,0.2870857473818902,0.967608392672056,25.25555402362934,4.233288846247796,106.7049754517524,0.1899052619902492,0.0484880566306959,3.6097661500811906,1394.0001193698877,0.4271719403541432,0.5930136947460943,1.2824538068273583,0.6692118793782998,16.842380274487816,0.0336794965984807,23.90566037735849,0.2255250978996084,3.670790316838733,26.367924528301888,85784.54716981133,2182090.1603773586,3554.5337755904247,0.0825929223890814,21.150943396226417,0.1995372018511925,0.43325716948048,12.158078695233662,0.0338856548722803,4.8830189964773165,0.0195355694802801,83164.26628693486,12.180573799295242,0.0015848616908493,12.967916284378406,0.0131893849636574,0.0404189463978115,91
interpolation,-681.875965402641,-1024.0,2976.0,2216,1,0.7967020482921898,0.3063819053726436,7.874735765947405,25.702352612402443,27.212497129076564,28.68449058289166,24.596747752497688,29.144810858881897,2922.598708333338,20.47711697222914,0.7031422546991947,1405.8976961226986,0.4810436999489526,2949.496000000001,96.0,135.0,30446390.0,1.542540750497565,20.0,3.9278306186283207,181.0,12.45046364477577,116.09927797833934,117.0,40.0,141.0,8.495065647124328,117.21495496680464,-0.1496086545197299,40524145.09000001,0.4138840106087658,260.30332077832367,17.371201538897616,5.309411640499091,-0.0860560440680717,1.2354093178031864,0.635577868057317,0.3198551099790209,0.5299155317851025,1.2264136639242464,0.3503698158263834,0.751973424657584,0.7456084677346702,0.9875582221790344,0.935205451014135,-0.0667314034999306,0.3954141448390639,0.4438756431500491,4.149844212812454,0.1968905834263654,2.8890013318843732,0.3380624477455144,0.3670895801231207,8.299688425624906,2.1749685751341534,0.4677467964651258,5.6469276148272485,108.9404332129964,0.049160845312724,31.39114529708454,917.1669675090252,0.5018211416152955,17.786552346570396,181.01173285198556,3123.643953068592,11.032059324782862,0.0645189617664153,0.0284467182631074,0.5029665227994722,0.0030926828919141,435.804756877578,0.3458212349383907,0.6622516065698819,17.98709124276102,4.84708245503834,84.43981046207266,0.3027023237255041,0.0670455301851499,3.3711652733431277,526.5595690850727,0.4120824273491441,0.568001943904471,1.6173622818953035,0.6583102606912757,11.891248159862103,0.0460218475133149,12.25,0.2552083333333333,2.805555555555556,17.5,40896.791666666664,719230.5625,2412.361842994142,0.1292619756235827,13.416666666666666,0.2795138888888889,0.5387134561046379,9.637669790843836,0.0818246221875003,4.010636846235798,0.0216606498194945,38765.43055555555,7.442027844979349,0.0033922112405316,9.367030751357763,0.0102735842105353,0.0665181907564826,100
interpolation,-586.7621100162661,-1024.0,1653.0,4230,1,0.8147247735254592,0.659697747794905,16.18865818713624,24.539508041748192,27.82804340948174,23.61800160894228,27.500000000000004,27.914870588988947,5602.899958333338,19.99294513173948,0.87067894972027,1752.136721910662,0.3127196157241151,5630.130000000002,56.0,122.0,36482900.0,2.180038435408215,34.0,3.4248788559507677,194.0,20.9234630495895,88.94420803782506,89.0,-31.0,225.0,14.415800552439729,92.86979624384628,-0.098185353539514,48558739.90000001,0.2634059319618396,713.7269108976185,37.461280651851006,33.98375586026942,-0.3087127556294691,3.226697077843393,1.46481452886067,0.3747912444838777,0.8874610247733692,1.6450742817525636,0.6629128403980035,0.6387182896715295,0.6127626882051397,0.9860348486013204,0.9234856762534724,-0.0663706434296997,0.4567306166289411,0.5037075009352058,6.084470545914296,0.0787929297812491,4.173438780163639,0.3817566555956543,0.1651777957367703,12.168941091828591,2.8836713622037737,1.1728779016760158,5.949812259677902,288.1333333333333,0.0681166272655634,16.678720386298473,1114.2070921985814,1.2107589602579791,38.18463356973995,98.754609929078,3713.246572104019,2.821008381855062,0.0306871744122743,0.0412550757614797,1.6389762002174322,0.0019400814779898,700.7404726832899,0.2401353353810188,1.4109599311312175,38.336815188572785,2.872725034300637,109.0086357987144,0.0853078213809868,0.0315033102426061,3.5427756315632113,1578.8711891402334,0.536801382588346,0.6900163666121113,0.731112346424698,0.7581357329891157,29.14151909487313,0.0244615164218152,25.05673758865248,0.1777073587847693,5.632513455057593,39.04255319148936,31672.652482269503,1185967.8226950355,886.955864256722,0.0575371127568442,30.47517730496454,0.2161360092550676,0.4677843795423702,19.986672119308512,0.0310206569265438,5.2706743480171,0.0333333333333333,30772.6524822695,6.566467595264022,0.0019011502995804,27.316513583566874,0.0165760027957703,0.0751946204487136,101
interpolation,-496.5968747950099,-1024.0,2976.0,348,1,0.842313747214363,0.2617607841573826,3.8805903602504,14.824949324407626,16.5366260162102,16.7547008329006,15.43923573238002,17.80505546186251,447.1605416666652,12.487258617704828,0.58803722190809,480.90019853504,1.0754531174477509,463.18800000000016,62.0,123.3,3268061.0,2.0514179046415912,31.0,3.572047893002255,156.0,19.28507728894174,93.82471264367815,95.0,-4.0,160.0,13.643092971570251,96.9070682925527,-0.540813947574062,4349789.1910000015,0.2834258158277183,587.9031823886907,29.13526248229813,27.181692847072423,-2.8036735188457693,2.756343512953044,1.063112229752024,0.4426002652335309,0.736049792760177,1.4651291156389,0.5090083512030344,0.6813446561238838,0.664406698575074,0.98424728528705,0.9217205877932616,-0.1181142547707307,0.5876592602273265,0.4964907485111794,5.358312788622507,0.1069658136231581,3.70048528171008,0.5014809065419882,0.2089082271028943,10.716625577245011,2.6903285597718702,0.9548639356762668,5.4001137757597775,27.396551724137932,0.0787257233452239,14.618476681199628,98.63218390804596,1.0516167921786232,28.916666666666668,73.66091954022988,2348.2672413793102,2.5171309531954544,0.0439538087744676,0.0645884047077023,1.8820779679785211,0.0060339003486679,69.06932358099604,0.266490127197333,1.1684960693282092,28.327266453407905,2.3923685951667713,71.11637184016621,0.0966892273039303,0.0466580642830809,3.1535710717154064,155.78223530550216,0.5925047972839723,0.7429266136162688,0.5019306563885542,0.792924042501581,22.062677469024592,0.0389231364062326,4.391304347826087,0.1909262759924385,3.8185255198487713,27.956521739130434,1346.5217391304348,40872.30434782609,46.811704931972784,0.1021562284334023,5.3478260869565215,0.2325141776937618,0.4813244720847734,15.202612763579657,0.0665615524806596,4.0887793473613545,0.0660919540229885,1117.59168241966,0.8034613553203541,0.0239111182668359,14.655869365152002,0.0196954832060924,0.6056598697890787,110
interpolation,-584.9953290421562,-1024.0,2194.0,14256,1,0.8694242737053047,0.4631737910043094,18.69289948286426,40.35828418169356,43.25112715294251,46.422085261220225,43.12505072460785,46.6171642209176,18930.036583333287,35.08847191266121,0.810131827685565,4239.969494913049,0.2239810512910512,18974.736000000004,59.0,105.0,101508487.0,1.7435892887890738,24.0,5.869838132659561,146.0,14.787899247100638,82.07526655443323,83.5,-48.0,194.0,9.995042130385595,84.38248948345483,-0.8969835494771544,135107796.19700003,0.3665378040757998,384.05515144410026,34.22396250208573,18.328977584380667,-1.5774524333292643,1.9957868592080137,0.5816887100842886,0.5470973796764388,0.4901378837819399,1.1825374079597792,0.3364628399492393,0.769010602353693,0.7640321244964141,0.991211220799596,0.9465277946470316,-0.1622774180149203,0.6334137026260744,0.4207855337953306,5.8198291784045475,0.1728649132159089,3.1156792122588963,0.5973537763734196,0.3391238377312608,11.639658356809097,2.48391637516077,0.6443688923230757,5.937869086861297,712.4826038159372,0.049977735957908,29.783107272217123,5225.362934904601,0.7043612132989705,34.319304152637486,231.2295173961841,8074.565235690236,6.9430500926053185,0.0331282235701051,0.0162281867306307,0.5049140975078604,0.0009451992638571,2129.9501062418344,0.3031091794911281,0.9589897301285182,33.83554896388422,6.804390360283244,235.92608343836187,0.211621103146813,0.0356811151698598,3.9193972498239193,2421.992186621745,0.3387094007215434,0.4925699300699301,2.4707345190718493,0.5876203342925863,19.503328411467184,0.0227903184482025,28.55263157894737,0.1878462603878116,3.829596606648199,30.230263157894736,478769.4736842105,16694728.960526315,14117.762455972515,0.0813937186716792,30.92105263157895,0.2034279778393351,0.4553604513463842,13.50121187842526,0.0390313950091924,5.214963916347925,0.0106621773288439,469973.0083102493,26.087139108375283,0.0006036863203343,12.214389294928308,0.0098489195497502,0.0218974389653873,111
interpolation,-582.6859158138659,-1024.0,1545.0,7024,1,0.9391495362526144,0.4320981849560908,13.708493805286937,31.72541399746905,35.26868299213908,36.89512162874653,35.217183305880674,37.04240812906202,9312.840625000055,29.79490784314526,0.7904092186144526,2708.238502959517,0.290806920467352,9348.944000000003,115.0,188.0,180089817.0,2.2659991704244455,34.0,7.004271951594589,221.0,24.735520073383288,156.43095102505694,165.0,-36.0,257.0,14.907192162121696,160.12248701703132,-1.741371566953952,239699546.42700008,0.2666375145287747,1168.568409915597,80.29575171144259,165.7156564032941,-17.085123915776364,5.079710838834307,1.1834116069997422,0.6183535888277849,0.7044578193676918,1.533321116744377,0.6770433807119394,0.7082423703530427,0.6924425029695223,0.9907333254757618,0.9441137690936028,-0.172480687367996,0.7048805619702704,0.4457175241439127,8.906237032355685,0.1102808681616082,3.9210440626730385,0.6365085587741414,0.2064947760799181,17.81247406471137,2.9802532463681333,1.5657806114585129,6.299292131544263,330.51138952164007,0.0470545827906663,33.62215643015032,1872.861902050114,1.9695284893706448,79.00113895216401,172.65660592255125,15022.712129840547,2.053451194143486,0.0156829186175235,0.0355377242515109,1.884853671922304,0.0015753990819033,899.4828194501218,0.2184466819172749,2.585956724876702,74.60490575433113,4.638436398956841,387.6554665404198,0.0623366170392995,0.0180301444120819,4.071152023354548,1838.2319517058768,0.4421526483003243,0.5849504993867181,1.6143662508175678,0.6871311858823201,48.431994821833385,0.0140013373016827,27.028846153846153,0.1299463757396449,6.76014700443787,45.28365384615385,59871.95192307692,5138851.913461538,711.0344904884739,0.0582590633672884,41.45192307692308,0.1992880917159763,0.4456925721767437,19.860463507537265,0.0326958362057384,5.759287384236496,0.0296127562642369,58731.59097633137,5.502668418729333,0.0013408765915844,31.8175938774922,0.0184858133001059,0.1194052114266886,120
